Orthogroup	Duplications (all)	Duplications (50% support)
OG0006151	9	8
OG0006152	7	6
OG0006153	20	19
OG0006154	4	3
OG0006155	5	4
OG0006156	18	14
OG0006157	3	3
OG0006158	5	4
OG0006159	6	5
OG0006160	6	5
OG0006161	4	3
OG0006162	5	4
OG0006163	14	13
OG0006164	18	14
OG0006165	17	9
OG0006166	18	11
OG0006167	17	10
OG0006168	16	13
OG0006169	18	14
OG0006170	19	15
OG0006171	14	5
OG0006172	17	13
OG0006173	20	14
OG0006174	16	7
OG0006175	21	18
OG0006176	14	10
OG0006177	4	4
OG0006178	5	4
OG0006179	16	6
OG0006180	24	24
OG0006181	3	2
OG0006182	16	8
OG0006183	2	2
OG0006184	4	2
OG0006185	4	3
OG0006186	4	3
OG0006187	6	5
OG0006188	3	1
OG0006189	26	26
OG0006190	6	6
OG0006191	3	2
OG0006192	4	3
OG0006193	3	3
OG0006194	12	9
OG0006195	26	26
OG0006196	19	15
OG0006197	3	3
OG0006198	3	3
OG0006199	5	5
OG0006200	8	6
OG0006201	5	4
OG0006202	5	4
OG0006203	9	9
OG0006204	5	5
OG0006205	3	3
OG0006206	7	6
OG0006207	5	4
OG0006208	4	4
OG0006209	4	4
OG0006210	19	19
OG0006211	17	8
OG0006212	5	5
OG0006213	4	3
OG0006214	6	6
OG0006215	9	8
OG0006216	3	2
OG0006217	4	4
OG0006218	3	3
OG0006219	4	3
OG0006220	3	3
OG0006221	3	2
OG0006222	3	3
OG0006223	5	4
OG0006224	2	1
OG0006225	4	4
OG0006226	4	4
OG0006227	4	4
OG0006228	7	7
OG0006229	3	3
OG0006230	7	7
OG0006231	6	3
OG0006232	5	5
OG0006233	3	3
OG0006234	3	3
OG0006235	14	10
OG0006236	10	10
OG0006237	4	2
OG0006238	4	3
OG0006239	7	7
OG0006240	3	2
OG0006241	2	2
OG0006242	2	2
OG0006243	6	5
OG0006244	8	8
OG0006245	10	10
OG0006246	13	11
OG0006247	5	5
OG0006248	2	2
OG0006249	3	2
OG0006250	3	2
OG0006251	3	3
OG0006252	7	6
OG0006253	5	5
OG0006254	4	4
OG0006255	7	6
OG0006256	6	5
OG0006257	3	3
OG0006258	4	3
OG0006259	4	4
OG0006260	5	3
OG0006261	3	3
OG0006262	6	5
OG0006263	5	4
OG0006264	4	2
OG0006265	3	3
OG0006266	3	3
OG0006267	4	4
OG0006268	3	3
OG0006269	5	4
OG0006270	4	3
OG0006271	3	3
OG0006272	4	4
OG0006273	2	2
OG0006274	3	3
OG0006275	3	3
OG0006276	6	6
OG0006277	8	8
OG0006278	3	2
OG0006279	6	4
OG0006280	4	3
OG0006281	4	3
OG0006282	5	1
OG0006283	7	7
OG0006284	4	4
OG0006285	4	4
OG0006286	4	3
OG0006287	6	5
OG0006288	6	5
OG0006289	9	7
OG0006290	4	2
OG0006291	6	6
OG0006292	5	4
OG0006293	4	4
OG0006294	6	4
OG0006295	6	4
OG0006296	6	6
OG0006297	8	8
OG0006298	5	5
OG0006299	4	4
OG0006300	2	2
OG0006301	7	5
OG0006302	5	5
OG0006303	3	3
OG0006304	3	3
OG0006305	8	7
OG0006306	4	3
OG0006307	3	3
OG0006308	4	4
OG0006309	4	4
OG0006310	3	2
OG0006311	12	12
OG0006312	6	5
OG0006313	2	1
OG0006314	3	2
OG0006315	3	2
OG0006316	5	4
OG0006317	3	2
OG0006318	20	19
OG0006319	2	2
OG0006320	5	5
OG0006321	3	3
OG0006322	4	4
OG0006323	3	2
OG0006324	4	3
OG0006325	3	3
OG0006326	2	1
OG0006327	1	0
OG0006328	3	3
OG0006329	6	5
OG0006330	4	4
OG0006331	4	3
OG0006332	5	5
OG0006333	3	3
OG0006334	3	3
OG0006335	4	3
OG0006336	2	2
OG0006337	7	5
OG0006338	7	7
OG0006339	6	6
OG0006340	2	2
OG0006341	2	2
OG0006342	3	3
OG0006343	6	6
OG0006344	8	8
OG0006345	5	1
OG0006346	3	2
OG0006347	4	3
OG0006348	4	4
OG0006349	3	2
OG0006350	3	3
OG0006351	4	4
OG0006352	9	8
OG0006353	3	3
OG0006354	5	4
OG0006355	3	3
OG0006356	3	3
OG0006357	4	3
OG0006358	5	5
OG0006359	7	7
OG0006360	4	4
OG0006361	3	2
OG0006362	3	0
OG0006363	7	4
OG0006364	4	3
OG0006365	5	4
OG0006366	3	3
OG0006367	9	7
OG0006368	5	5
OG0006369	4	2
OG0006370	4	4
OG0006371	3	3
OG0006372	2	1
OG0006373	4	2
OG0006374	3	2
OG0006375	3	3
OG0006376	4	4
OG0006377	5	2
OG0006378	6	6
OG0006379	3	2
OG0006380	4	4
OG0006381	2	1
OG0006382	5	4
OG0006383	4	2
OG0006384	4	3
OG0006385	5	3
OG0006386	3	3
OG0006387	4	3
OG0006388	5	4
OG0006389	4	4
OG0006390	4	2
OG0006391	5	4
OG0006392	5	5
OG0006393	3	3
OG0006394	3	3
OG0006395	4	3
OG0006396	4	3
OG0006397	6	5
OG0006398	2	0
OG0006399	3	2
OG0006400	6	4
OG0006401	3	3
OG0006402	5	5
OG0006403	3	3
OG0006404	2	2
OG0006405	7	6
OG0006406	3	3
OG0006407	7	4
OG0006408	7	5
OG0006409	5	2
OG0006410	3	3
OG0006411	5	3
OG0006412	5	4
OG0006413	3	3
OG0006414	6	6
OG0006415	3	3
OG0006416	6	6
OG0006417	4	4
OG0006418	6	5
OG0006419	3	3
OG0006420	10	10
OG0006421	4	3
OG0006422	3	3
OG0006423	8	7
OG0006424	3	3
OG0006425	4	3
OG0006426	4	4
OG0006427	4	4
OG0006428	4	4
OG0006429	3	3
OG0006430	2	2
OG0006431	3	3
OG0006432	3	3
OG0006433	7	7
OG0006434	3	2
OG0006435	4	3
OG0006436	3	3
OG0006437	3	3
OG0006438	7	7
OG0006439	3	2
OG0006440	3	2
OG0006441	4	4
OG0006442	3	2
OG0006443	5	4
OG0006444	4	3
OG0006445	4	1
OG0006446	3	2
OG0006447	5	5
OG0006448	3	2
OG0006449	11	10
OG0006450	5	4
OG0006451	3	3
OG0006452	3	3
OG0006453	4	4
OG0006454	7	7
OG0006455	6	5
OG0006456	2	2
OG0006457	5	4
OG0006458	7	5
OG0006459	4	4
OG0006460	3	2
OG0006461	2	2
OG0006462	4	4
OG0006463	6	5
OG0006464	5	3
OG0006465	5	5
OG0006466	3	1
OG0006467	4	4
OG0006468	4	4
OG0006469	4	3
OG0006470	5	5
OG0006471	5	4
OG0006472	5	5
OG0006473	5	5
OG0006474	4	3
OG0006475	5	3
OG0006476	5	5
OG0006477	3	2
OG0006478	4	3
OG0006479	3	2
OG0006480	5	4
OG0006481	3	2
OG0006482	6	6
OG0006483	4	2
OG0006484	3	3
OG0006485	3	2
OG0006486	3	3
OG0006487	5	5
OG0006488	3	3
OG0006489	4	3
OG0006490	3	3
OG0006491	8	8
OG0006492	3	3
OG0006493	5	5
OG0006494	4	3
OG0006495	4	3
OG0006496	2	1
OG0006497	8	7
OG0006498	3	3
OG0006499	4	4
OG0006500	5	5
OG0006501	4	3
OG0006502	4	3
OG0006503	3	3
OG0006504	5	3
OG0006505	2	2
OG0006506	6	6
OG0006507	4	4
OG0006508	3	3
OG0006509	5	5
OG0006510	4	3
OG0006511	3	1
OG0006512	3	3
OG0006513	3	2
OG0006514	2	1
OG0006515	4	4
OG0006516	3	2
OG0006517	3	3
OG0006518	3	3
OG0006519	4	3
OG0006520	26	26
OG0006521	26	26
OG0006522	6	5
OG0006523	10	10
OG0006524	11	11
OG0006525	26	26
OG0006526	9	7
OG0006527	19	19
OG0006528	21	21
OG0006529	4	3
OG0006530	26	26
OG0006531	7	5
OG0006532	6	5
OG0006533	5	5
OG0006534	7	5
OG0006535	10	9
OG0006536	9	7
OG0006537	9	6
OG0006538	4	3
OG0006539	20	19
OG0006540	5	4
OG0006541	26	26
OG0006542	26	26
OG0006543	26	26
OG0006544	22	22
OG0006545	14	13
OG0006546	26	26
OG0006547	26	26
OG0006548	25	25
OG0006549	19	19
OG0006550	15	15
OG0006551	24	24
OG0006552	24	24
OG0006553	26	26
OG0006554	23	23
OG0006555	24	24
OG0006556	17	8
OG0006557	23	23
OG0006558	25	25
OG0006559	21	20
OG0006560	26	26
OG0006561	17	17
OG0006562	26	26
OG0006563	26	26
OG0006564	26	26
OG0006565	26	26
OG0006566	26	26
OG0006567	26	26
OG0006568	26	26
OG0006569	25	25
OG0006570	26	26
OG0006571	26	26
OG0006572	24	24
OG0006573	23	23
OG0006574	24	24
OG0006575	25	25
OG0006576	26	26
OG0006577	24	24
OG0006578	25	25
OG0006579	26	26
OG0006580	26	26
OG0006581	26	26
OG0006582	26	26
OG0006583	26	26
OG0006584	21	20
OG0006585	17	14
OG0006586	3	3
OG0006587	8	8
OG0006588	3	3
OG0006589	24	24
OG0006590	11	4
OG0006591	1	1
OG0006592	15	13
OG0006593	20	18
OG0006594	5	4
OG0006595	10	6
OG0006596	20	14
OG0006597	18	12
OG0006598	4	3
OG0006599	3	3
OG0006600	4	4
OG0006601	7	6
OG0006602	16	9
OG0006603	15	10
OG0006604	20	11
OG0006605	17	10
OG0006606	19	16
OG0006607	18	14
OG0006608	16	11
OG0006609	1	1
OG0006610	16	9
OG0006611	18	14
OG0006612	15	14
OG0006613	18	13
OG0006614	16	5
OG0006615	2	2
OG0006616	14	8
OG0006617	16	8
OG0006618	15	8
OG0006619	2	2
OG0006620	5	2
OG0006621	2	1
OG0006622	4	4
OG0006623	2	1
OG0006624	9	8
OG0006625	5	4
OG0006626	2	2
OG0006627	5	4
OG0006628	7	6
OG0006629	3	2
OG0006630	4	2
OG0006631	6	6
OG0006632	4	4
OG0006633	7	7
OG0006634	5	4
OG0006635	4	4
OG0006636	2	1
OG0006637	6	5
OG0006638	19	18
OG0006639	2	2
OG0006640	2	2
OG0006641	3	3
OG0006642	5	5
OG0006643	3	2
OG0006644	3	3
OG0006645	21	20
OG0006646	5	5
OG0006647	5	3
OG0006648	4	4
OG0006649	15	10
OG0006650	3	3
OG0006651	16	15
OG0006652	5	5
OG0006653	4	4
OG0006654	3	2
OG0006655	15	8
OG0006656	2	2
OG0006657	2	2
OG0006658	3	2
OG0006659	1	0
OG0006660	3	2
OG0006661	4	3
OG0006662	9	8
OG0006663	6	4
OG0006664	2	2
OG0006665	3	3
OG0006666	2	2
OG0006667	5	4
OG0006668	3	2
OG0006669	4	4
OG0006670	3	3
OG0006671	2	1
OG0006672	3	3
OG0006673	5	4
OG0006674	2	2
OG0006675	2	1
OG0006676	1	1
OG0006677	9	9
OG0006678	4	2
OG0006679	1	1
OG0006680	1	0
OG0006681	4	4
OG0006682	4	3
OG0006683	4	4
OG0006684	4	3
OG0006685	2	2
OG0006686	6	5
OG0006687	2	2
OG0006688	8	7
OG0006689	10	10
OG0006690	2	2
OG0006691	3	3
OG0006692	7	7
OG0006693	2	2
OG0006694	2	1
OG0006695	5	3
OG0006696	4	4
OG0006697	2	2
OG0006698	24	24
OG0006699	2	2
OG0006700	7	7
OG0006701	2	1
OG0006702	2	1
OG0006703	2	2
OG0006704	2	2
OG0006705	4	1
OG0006706	3	3
OG0006707	4	4
OG0006708	2	2
OG0006709	2	1
OG0006710	3	3
OG0006711	5	5
OG0006712	4	4
OG0006713	6	4
OG0006714	3	2
OG0006715	3	2
OG0006716	3	3
OG0006717	3	3
OG0006718	3	3
OG0006719	4	3
OG0006720	3	2
OG0006721	3	1
OG0006722	3	2
OG0006723	2	1
OG0006724	3	2
OG0006725	5	3
OG0006726	3	2
OG0006727	3	2
OG0006728	6	5
OG0006729	2	1
OG0006730	4	4
OG0006731	7	6
OG0006732	2	2
OG0006733	1	1
OG0006734	3	3
OG0006735	3	2
OG0006736	3	2
OG0006737	5	5
OG0006738	2	1
OG0006739	3	3
OG0006740	3	2
OG0006741	3	3
OG0006742	4	2
OG0006743	7	5
OG0006744	6	6
OG0006745	4	3
OG0006746	5	4
OG0006747	14	13
OG0006748	5	5
OG0006749	2	1
OG0006750	5	5
OG0006751	1	1
OG0006752	4	3
OG0006753	1	1
OG0006754	2	1
OG0006755	4	4
OG0006756	3	3
OG0006757	2	2
OG0006758	18	17
OG0006759	7	7
OG0006760	3	3
OG0006761	5	5
OG0006762	5	5
OG0006763	4	4
OG0006764	1	1
OG0006765	4	3
OG0006766	4	4
OG0006767	7	4
OG0006768	5	3
OG0006769	3	3
OG0006770	4	4
OG0006771	3	2
OG0006772	3	2
OG0006773	5	5
OG0006774	2	1
OG0006775	6	5
OG0006776	2	2
OG0006777	3	3
OG0006778	3	3
OG0006779	2	2
OG0006780	5	4
OG0006781	3	2
OG0006782	3	3
OG0006783	5	5
OG0006784	8	8
OG0006785	3	3
OG0006786	3	2
OG0006787	2	2
OG0006788	3	3
OG0006789	9	9
OG0006790	2	2
OG0006791	2	2
OG0006792	2	2
OG0006793	4	4
OG0006794	2	2
OG0006795	2	1
OG0006796	3	3
OG0006797	3	3
OG0006798	2	2
OG0006799	5	4
OG0006800	6	3
OG0006801	3	3
OG0006802	5	3
OG0006803	4	4
OG0006804	4	4
OG0006805	8	7
OG0006806	5	4
OG0006807	4	3
OG0006808	2	1
OG0006809	3	3
OG0006810	7	6
OG0006811	2	2
OG0006812	4	3
OG0006813	4	3
OG0006814	5	5
OG0006815	1	1
OG0006816	4	3
OG0006817	3	3
OG0006818	12	9
OG0006819	3	2
OG0006820	2	1
OG0006821	2	2
OG0006822	2	2
OG0006823	3	3
OG0006824	4	3
OG0006825	3	3
OG0006826	3	2
OG0006827	3	3
OG0006828	4	3
OG0006829	6	5
OG0006830	3	3
OG0006831	6	5
OG0006832	5	4
OG0006833	5	3
OG0006834	2	2
OG0006835	3	3
OG0006836	4	4
OG0006837	4	2
OG0006838	5	4
OG0006839	7	6
OG0006840	3	1
OG0006841	7	6
OG0006842	2	2
OG0006843	4	2
OG0006844	2	2
OG0006845	2	1
OG0006846	2	2
OG0006847	4	4
OG0006848	6	6
OG0006849	3	3
OG0006850	4	3
OG0006851	2	2
OG0006852	3	1
OG0006853	5	5
OG0006854	4	4
OG0006855	3	3
OG0006856	3	3
OG0006857	2	2
OG0006858	4	4
OG0006859	4	4
OG0006860	3	2
OG0006861	2	2
OG0006862	4	4
OG0006863	3	3
OG0006864	4	4
OG0006865	3	3
OG0006866	2	1
OG0006867	1	1
OG0006868	4	3
OG0006869	2	2
OG0006870	5	3
OG0006871	6	5
OG0006872	2	1
OG0006873	2	1
OG0006874	4	3
OG0006875	2	1
OG0006876	5	5
OG0006877	5	3
OG0006878	4	4
OG0006879	9	7
OG0006880	4	4
OG0006881	6	6
OG0006882	4	4
OG0006883	3	3
OG0006884	3	2
OG0006885	3	2
OG0006886	5	5
OG0006887	2	1
OG0006888	1	1
OG0006889	2	1
OG0006890	5	4
OG0006891	2	2
OG0006892	3	1
OG0006893	6	4
OG0006894	4	4
OG0006895	4	3
OG0006896	7	3
OG0006897	3	3
OG0006898	9	9
OG0006899	8	6
OG0006900	2	1
OG0006901	2	2
OG0006902	5	5
OG0006903	2	2
OG0006904	4	4
OG0006905	5	4
OG0006906	5	5
OG0006907	5	4
OG0006908	4	4
OG0006909	2	2
OG0006910	3	3
OG0006911	3	2
OG0006912	2	2
OG0006913	4	4
OG0006914	6	6
OG0006915	1	1
OG0006916	3	3
OG0006917	8	8
OG0006918	3	3
OG0006919	3	2
OG0006920	4	2
OG0006921	4	4
OG0006922	2	2
OG0006923	2	2
OG0006924	3	2
OG0006925	6	3
OG0006926	5	5
OG0006927	2	2
OG0006928	3	3
OG0006929	2	2
OG0006930	2	2
OG0006931	4	4
OG0006932	3	3
OG0006933	3	3
OG0006934	2	2
OG0006935	3	3
OG0006936	3	3
OG0006937	3	3
OG0006938	3	3
OG0006939	9	9
OG0006940	3	3
OG0006941	3	2
OG0006942	4	3
OG0006943	2	2
OG0006944	9	5
OG0006945	5	3
OG0006946	2	2
OG0006947	8	8
OG0006948	6	4
OG0006949	6	5
OG0006950	4	3
OG0006951	4	2
OG0006952	2	2
OG0006953	2	2
OG0006954	2	2
OG0006955	4	4
OG0006956	3	3
OG0006957	3	3
OG0006958	2	2
OG0006959	4	3
OG0006960	3	3
OG0006961	8	8
OG0006962	4	4
OG0006963	2	2
OG0006964	4	3
OG0006965	3	2
OG0006966	3	2
OG0006967	4	3
OG0006968	3	3
OG0006969	3	3
OG0006970	3	3
OG0006971	16	10
OG0006972	5	4
OG0006973	2	2
OG0006974	3	3
OG0006975	25	25
OG0006976	25	25
OG0006977	8	7
OG0006978	25	25
OG0006979	25	25
OG0006980	25	25
OG0006981	25	25
OG0006982	6	6
OG0006983	10	9
OG0006984	23	23
OG0006985	4	3
OG0006986	3	3
OG0006987	3	2
OG0006988	25	25
OG0006989	4	4
OG0006990	6	4
OG0006991	9	8
OG0006992	22	22
OG0006993	20	20
OG0006994	11	8
OG0006995	3	2
OG0006996	24	24
OG0006997	5	3
OG0006998	5	2
OG0006999	9	9
OG0007000	3	3
OG0007001	22	22
OG0007002	3	2
OG0007003	11	11
OG0007004	7	4
OG0007005	11	11
OG0007006	6	5
OG0007007	6	5
OG0007008	24	24
OG0007009	4	3
OG0007010	17	17
OG0007011	25	25
OG0007012	20	20
OG0007013	13	13
OG0007014	24	24
OG0007015	23	23
OG0007016	21	21
OG0007017	16	15
OG0007018	17	17
OG0007019	20	20
OG0007020	17	17
OG0007021	24	24
OG0007022	24	24
OG0007023	24	24
OG0007024	25	25
OG0007025	23	23
OG0007026	25	25
OG0007027	25	25
OG0007028	25	25
OG0007029	25	25
OG0007030	25	25
OG0007031	24	24
OG0007032	24	24
OG0007033	24	24
OG0007034	25	25
OG0007035	25	25
OG0007036	25	25
OG0007037	25	25
OG0007038	25	25
OG0007039	25	25
OG0007040	25	25
OG0007041	25	25
OG0007042	25	25
OG0007043	25	25
OG0007044	25	25
OG0007045	25	25
OG0007046	25	25
OG0007047	25	25
OG0007048	25	25
OG0007049	25	25
OG0007050	25	25
OG0007051	17	12
OG0007052	20	16
OG0007053	16	15
OG0007054	2	2
OG0007055	9	7
OG0007056	7	7
OG0007057	15	7
OG0007058	16	10
OG0007059	7	7
OG0007060	4	4
OG0007061	2	2
OG0007062	5	5
OG0007063	3	3
OG0007064	17	12
OG0007065	9	9
OG0007066	5	5
OG0007067	18	15
OG0007068	13	5
OG0007069	12	3
OG0007070	17	13
OG0007071	12	6
OG0007072	12	8
OG0007073	4	3
OG0007074	1	1
OG0007075	12	7
OG0007076	9	6
OG0007077	1	1
OG0007078	5	3
OG0007079	18	13
OG0007080	21	21
OG0007081	16	8
OG0007082	18	14
OG0007083	5	5
OG0007084	4	4
OG0007085	3	3
OG0007086	6	5
OG0007087	2	2
OG0007088	5	4
OG0007089	3	1
OG0007090	4	3
OG0007091	1	1
OG0007092	3	3
OG0007093	2	2
OG0007094	6	6
OG0007095	15	11
OG0007096	17	14
OG0007097	1	1
OG0007098	3	3
OG0007099	13	8
OG0007100	18	13
OG0007101	3	3
OG0007102	10	9
OG0007103	9	9
OG0007104	4	4
OG0007105	4	4
OG0007106	2	1
OG0007107	4	4
OG0007108	7	6
OG0007109	4	4
OG0007110	2	2
OG0007111	2	2
OG0007112	7	4
OG0007113	5	5
OG0007114	4	4
OG0007115	5	4
OG0007116	7	7
OG0007117	5	2
OG0007118	5	4
OG0007119	4	2
OG0007120	4	4
OG0007121	3	3
OG0007122	2	1
OG0007123	1	1
OG0007124	2	2
OG0007125	5	5
OG0007126	2	2
OG0007127	4	4
OG0007128	3	3
OG0007129	1	1
OG0007130	3	3
OG0007131	2	1
OG0007132	4	3
OG0007133	2	2
OG0007134	5	4
OG0007135	2	1
OG0007136	4	4
OG0007137	3	2
OG0007138	2	2
OG0007139	1	0
OG0007140	2	2
OG0007141	1	0
OG0007142	5	4
OG0007143	3	3
OG0007144	4	4
OG0007145	4	2
OG0007146	1	1
OG0007147	10	10
OG0007148	3	1
OG0007149	9	3
OG0007150	4	3
OG0007151	2	2
OG0007152	5	4
OG0007153	4	2
OG0007154	4	3
OG0007155	3	2
OG0007156	5	4
OG0007157	2	2
OG0007158	7	7
OG0007159	6	2
OG0007160	4	4
OG0007161	8	8
OG0007162	3	3
OG0007163	18	12
OG0007164	3	3
OG0007165	2	1
OG0007166	2	2
OG0007167	1	1
OG0007168	4	4
OG0007169	3	2
OG0007170	7	5
OG0007171	3	3
OG0007172	1	1
OG0007173	1	0
OG0007174	6	6
OG0007175	2	2
OG0007176	2	2
OG0007177	7	7
OG0007178	4	4
OG0007179	4	3
OG0007180	3	3
OG0007181	4	4
OG0007182	8	6
OG0007183	1	1
OG0007184	1	1
OG0007185	2	2
OG0007186	3	1
OG0007187	6	6
OG0007188	3	3
OG0007189	3	3
OG0007190	3	3
OG0007191	6	5
OG0007192	3	3
OG0007193	5	5
OG0007194	6	5
OG0007195	4	4
OG0007196	3	3
OG0007197	2	1
OG0007198	3	2
OG0007199	3	3
OG0007200	2	2
OG0007201	2	1
OG0007202	1	1
OG0007203	2	2
OG0007204	7	7
OG0007205	2	1
OG0007206	7	4
OG0007207	7	6
OG0007208	1	0
OG0007209	1	1
OG0007210	2	2
OG0007211	0	0
OG0007212	2	2
OG0007213	2	1
OG0007214	1	1
OG0007215	3	3
OG0007216	2	2
OG0007217	1	1
OG0007218	1	1
OG0007219	5	2
OG0007220	2	1
OG0007221	5	4
OG0007222	2	1
OG0007223	2	2
OG0007224	1	1
OG0007225	3	3
OG0007226	4	4
OG0007227	1	1
OG0007228	2	2
OG0007229	4	4
OG0007230	6	3
OG0007231	1	1
OG0007232	5	4
OG0007233	2	1
OG0007234	2	1
OG0007235	2	2
OG0007236	3	3
OG0007237	2	1
OG0007238	1	1
OG0007239	1	1
OG0007240	2	2
OG0007241	3	2
OG0007242	4	3
OG0007243	4	3
OG0007244	5	4
OG0007245	2	2
OG0007246	1	1
OG0007247	4	4
OG0007248	7	6
OG0007249	1	0
OG0007250	8	7
OG0007251	1	1
OG0007252	5	5
OG0007253	2	2
OG0007254	3	3
OG0007255	4	2
OG0007256	3	3
OG0007257	3	3
OG0007258	11	10
OG0007259	2	2
OG0007260	2	2
OG0007261	1	1
OG0007262	2	2
OG0007263	2	1
OG0007264	3	2
OG0007265	5	3
OG0007266	1	1
OG0007267	2	2
OG0007268	2	2
OG0007269	5	4
OG0007270	7	5
OG0007271	19	19
OG0007272	4	2
OG0007273	3	2
OG0007274	10	10
OG0007275	3	3
OG0007276	4	3
OG0007277	1	1
OG0007278	2	2
OG0007279	6	6
OG0007280	2	1
OG0007281	3	2
OG0007282	1	1
OG0007283	2	2
OG0007284	1	1
OG0007285	2	2
OG0007286	4	4
OG0007287	3	3
OG0007288	4	3
OG0007289	2	2
OG0007290	1	1
OG0007291	2	2
OG0007292	5	4
OG0007293	4	2
OG0007294	2	2
OG0007295	5	3
OG0007296	2	2
OG0007297	3	2
OG0007298	1	1
OG0007299	4	4
OG0007300	2	2
OG0007301	2	2
OG0007302	4	4
OG0007303	5	4
OG0007304	17	15
OG0007305	5	5
OG0007306	1	1
OG0007307	4	3
OG0007308	2	1
OG0007309	4	4
OG0007310	6	6
OG0007311	8	7
OG0007312	1	0
OG0007313	3	3
OG0007314	2	2
OG0007315	7	7
OG0007316	0	0
OG0007317	4	4
OG0007318	2	2
OG0007319	3	2
OG0007320	4	3
OG0007321	6	5
OG0007322	2	2
OG0007323	1	1
OG0007324	6	6
OG0007325	3	3
OG0007326	3	2
OG0007327	5	4
OG0007328	4	3
OG0007329	4	4
OG0007330	3	2
OG0007331	3	3
OG0007332	2	1
OG0007333	2	1
OG0007334	4	4
OG0007335	6	5
OG0007336	7	6
OG0007337	2	2
OG0007338	3	2
OG0007339	1	1
OG0007340	7	7
OG0007341	4	4
OG0007342	1	1
OG0007343	21	21
OG0007344	2	2
OG0007345	4	3
OG0007346	2	1
OG0007347	4	4
OG0007348	4	2
OG0007349	1	1
OG0007350	3	3
OG0007351	1	0
OG0007352	3	2
OG0007353	2	2
OG0007354	3	3
OG0007355	3	3
OG0007356	4	4
OG0007357	3	2
OG0007358	6	6
OG0007359	1	1
OG0007360	4	4
OG0007361	3	2
OG0007362	1	1
OG0007363	5	5
OG0007364	2	1
OG0007365	1	1
OG0007366	2	2
OG0007367	10	9
OG0007368	3	2
OG0007369	1	1
OG0007370	8	7
OG0007371	4	3
OG0007372	3	2
OG0007373	2	2
OG0007374	3	3
OG0007375	4	3
OG0007376	3	2
OG0007377	4	2
OG0007378	7	5
OG0007379	3	2
OG0007380	1	1
OG0007381	3	3
OG0007382	3	3
OG0007383	2	2
OG0007384	2	2
OG0007385	5	5
OG0007386	7	6
OG0007387	4	3
OG0007388	3	1
OG0007389	1	1
OG0007390	5	4
OG0007391	4	3
OG0007392	1	0
OG0007393	4	2
OG0007394	2	2
OG0007395	3	3
OG0007396	3	2
OG0007397	3	3
OG0007398	3	2
OG0007399	2	2
OG0007400	1	1
OG0007401	3	3
OG0007402	1	1
OG0007403	2	2
OG0007404	3	2
OG0007405	2	2
OG0007406	6	4
OG0007407	2	1
OG0007408	3	3
OG0007409	1	1
OG0007410	2	2
OG0007411	4	2
OG0007412	2	2
OG0007413	3	3
OG0007414	3	2
OG0007415	2	2
OG0007416	4	2
OG0007417	3	1
OG0007418	4	3
OG0007419	2	2
OG0007420	3	3
OG0007421	3	2
OG0007422	1	1
OG0007423	8	8
OG0007424	5	5
OG0007425	2	2
OG0007426	4	4
OG0007427	6	6
OG0007428	7	7
OG0007429	2	1
OG0007430	3	3
OG0007431	3	3
OG0007432	3	3
OG0007433	6	6
OG0007434	3	3
OG0007435	2	2
OG0007436	10	5
OG0007437	8	7
OG0007438	2	1
OG0007439	7	7
OG0007440	4	4
OG0007441	2	2
OG0007442	2	2
OG0007443	7	5
OG0007444	24	24
OG0007445	24	24
OG0007446	24	24
OG0007447	19	18
OG0007448	23	23
OG0007449	5	3
OG0007450	19	19
OG0007451	9	9
OG0007452	6	5
OG0007453	6	3
OG0007454	23	23
OG0007455	5	4
OG0007456	10	9
OG0007457	20	20
OG0007458	5	5
OG0007459	7	5
OG0007460	10	8
OG0007461	11	9
OG0007462	10	10
OG0007463	10	7
OG0007464	23	23
OG0007465	23	23
OG0007466	23	23
OG0007467	23	23
OG0007468	23	23
OG0007469	20	18
OG0007470	23	23
OG0007471	24	24
OG0007472	9	8
OG0007473	24	24
OG0007474	24	24
OG0007475	24	24
OG0007476	24	24
OG0007477	22	22
OG0007478	14	14
OG0007479	17	17
OG0007480	22	22
OG0007481	20	20
OG0007482	21	21
OG0007483	24	24
OG0007484	23	23
OG0007485	24	24
OG0007486	24	24
OG0007487	24	24
OG0007488	24	24
OG0007489	19	18
OG0007490	22	22
OG0007491	22	22
OG0007492	24	24
OG0007493	23	23
OG0007494	23	23
OG0007495	23	23
OG0007496	19	18
OG0007497	24	24
OG0007498	24	24
OG0007499	24	24
OG0007500	23	23
OG0007501	21	21
OG0007502	24	24
OG0007503	24	24
OG0007504	19	18
OG0007505	22	22
OG0007506	23	23
OG0007507	20	18
OG0007508	23	23
OG0007509	24	24
OG0007510	24	24
OG0007511	24	24
OG0007512	23	23
OG0007513	24	24
OG0007514	24	24
OG0007515	23	23
OG0007516	24	24
OG0007517	24	24
OG0007518	24	24
OG0007519	3	3
OG0007520	16	11
OG0007521	4	3
OG0007522	4	4
OG0007523	2	1
OG0007524	22	22
OG0007525	8	7
OG0007526	16	15
OG0007527	10	9
OG0007528	11	11
OG0007529	19	15
OG0007530	18	15
OG0007531	14	11
OG0007532	19	18
OG0007533	18	14
OG0007534	18	18
OG0007535	22	22
OG0007536	16	15
OG0007537	3	1
OG0007538	20	20
OG0007539	3	3
OG0007540	15	8
OG0007541	16	11
OG0007542	18	13
OG0007543	18	15
OG0007544	14	7
OG0007545	16	15
OG0007546	5	5
OG0007547	16	11
