Names	elements
Ato_Nno	KAA6303535.1 / none
Ato_Nno	EIY79778.1 / none
Ato_Nno	WP_080905109.1 / none
Ato_Nno	OFX49968.1 / none
Ato_Nno	WP_081203341.1 / none
Ato_Nno	TMG97437.1 / none
Ato_Nno	ADV45129.1 / none
Ato_Nno	WP_122353669.1 / none
Ato_Nno	TMG98263.1 / none
Ato_Nno	TFU87009.1 / none
Ato_Nno	WP_165021140.1 / none
Ato_Nno	WP_163175750.1 / none
Ato_Nno	WP_163176797.1 / none
Ato_Nno	WP_163318876.1 / none
Ato_Nno	WP_166198797.1 / none
Ato_Nno	WP_029906757.1 / none
Ato_Nno	TXC65280.1 / none
Ato_Nno	WP_163409262.1 / none
Ato_Nno	TMG82911.1 / none
Ato_Nno	WP_174313226.1 / none
Ato_Nno	TMH18943.1 / none
Ato_Nno	WP_186930311.1 / none
Ato_Nno	TMH67762.1 / none
Ato_Nno	WP_012573267.1 / none
Ato_Nno	GBU08735.1 / none
Ato_Nno	GBU07014.1 / none
Ato_Nno	WP_139261486.1 / none
Ato_Nno	TMH67863.1 / none
Ato_Nno	KAF0190172.1 / none
Ato_Nno	WP_103973810.1 / none
Ato_Nno	GBU07467.1 / none
Ato_Nno	WP_029906688.1 / none
Ato_Nno	WP_068769480.1 / none
Ato_Nno	TMI04289.1 / none
Ato_Nno	GBU08311.1 / none
Ato_Nno	WP_147401796.1 / none
Ato_Nno	WP_062175206.1 / none
Ato_Nno	WP_080905108.1 / none
Ato_Nno	KAF1856420.1 / none
Ato_Nno	WP_141594418.1 / none
Ato_Nno	WP_007363705.1 / none
Ato_Nno	WP_183412192.1 / none
Ato_Nno	WP_163357203.1 / none
Ato_Nno	OLC66238.1 / none
Ato_Nno	WP_137912757.1 / none
Ato_Nno	WP_050708784.1 / none
Ato_Nno	YP_006560768.1 / none
Ato_Nno	WP_135104063.1 / none
Ato_Nno	WP_169258010.1 / none
Ato_Nno	WP_118046076.1 / none
Ato_Nno	WP_068769774.1 / none
Ato_Nno	KAA6302468.1 / none
Ato_Nno	TMH60819.1 / none
Ato_Nno	WP_103933164.1 / none
Ato_Nno	TSA31314.1 / none
Ato_Nno	WP_087778427.1 / none
Ato_Nno	WP_149927615.1 / none
Ato_Nno	KAA6302351.1 / none
Ato_Nno	GBU06932.1 / none
Ato_Nno	WP_183718411.1 / none
Ato_Nno	WP_029904946.1 / none
Ato_Nno	WP_163308484.1 / none
Ato_Nno	WP_108824448.1 / none
Ato_Nno	TMG97856.1 / none
Ato_Nno	WP_071133631.1 / none
Ato_Nno	OAM89478.1 / none
Ato_Nno	TMI74322.1 / none
Ato_Nno	WP_068771426.1 / none
Ato_Nno	WP_174313229.1 / none
Ato_Nno	WP_184151735.1 / none
Ato_Nno	WP_163357965.1 / none
Ato_Nno	WP_178008722.1 / none
Ato_Nno	WP_186931443.1 / none
Ato_Nno	WP_185676759.1 / none
Ato_Nno	WP_115432180.1 / none
Ato_Nno	TMH67866.1 / none
Ato_Nno	WP_163210238.1 / none
Ato_Nno	CDA95611.1 / none
Ato_Nno	WP_159566678.1 / none
Ato_Nno	WP_109967962.1 / none
Ato_Nno	AWI09887.1 / none
Ato_Nno	WP_087405154.1 / none
Ato_Nno	WP_107889370.1 / none
Ato_Nno	WP_163217344.1 / none
Ato_Nno	TMG96094.1 / none
Ato_Nno	TMH64574.1 / none
Ato_Nno	WP_162029818.1 / none
Ato_Nno	WP_025866316.1 / none
Ato_Nno	OQB83605.1 / none
Ato_Nno	WP_103983458.1 / none
Ato_Nno	WP_080904261.1 / none
Gma_Nno	GBU07070.1 / none
Gma_Nno	KEJ87646.1 / none
Gma_Nno	CAA9304611.1 / none
Gma_Nno	WP_163219103.1 / none
Gma_Nno	KAA6301521.1 / none
Gma_Nno	WP_191320900.1 / none
Gma_Nno	WP_112663172.1 / none
Gma_Nno	WP_149821112.1 / none
Gma_Nno	GBU06780.1 / none
Gma_Nno	WP_102407285.1 / none
Gma_Nno	WP_068714703.1 / none
Gma_Nno	WP_165305376.1 / none
Gma_Nno	WP_188583170.1 / none
Gma_Nno	WP_060828064.1 / none
Gma_Nno	GBU07498.1 / none
Gma_Nno	WP_055459967.1 / none
Gma_Nno	WP_103788727.1 / none
Gma_Nno	WP_109122284.1 / none
Gma_Nno	GBU07233.1 / none
Gma_Nno	WP_082312431.1 / none
Gma_Nno	WP_183316779.1 / none
Gma_Nno	GBU07225.1 / none
Gma_Nno	AQS42189.1 / none
Gma_Nno	WP_076931113.1 / none
Gma_Nno	WP_051697937.1 / none
Gma_Nno	KAF1728806.1 / none
Gma_Nno	AGK57629.1 / none
Gma_Nno	OPZ08140.1 / none
Gma_Nno	WP_116528589.1 / none
Gma_Nno	WP_156121321.1 / none
Gma_Nno	WP_114772241.1 / none
Gma_Nno	WP_184602357.1 / none
Gma_Nno	VFT03906.1 / CDW59146.1
Gma_Nno	WP_165025918.1 / none
Gma_Nno	SBV94474.1 / none
Gma_Nno	WP_173947450.1 / none
Gma_Nno	GBU08642.1 / none
Gma_Nno	GBU07893.1 / none
Gma_Nno	WP_083241508.1 / none
Gma_Nno	WP_050735801.1 / none
Hho_Tco	WP_016862517.1 / none
Ato_Hho	CAB3504908.1 / none
Ato_Hho	KAF1858390.1 / none
Ato_Hho	OZB31805.1 / none
Ato_Hho	WP_163176794.1 / none
Ato_Hho	KAA6301009.1 / none
Ato_Hho	SUV88750.1 / none
Ato_Hho	WP_046568116.1 / none
Ato_Hho	WP_051572032.1 / none
Ato_Hho	WP_110310736.1 / none
Ato_Hho	RYX88742.1 / none
Ato_Hho	QDW66840.1 / none
Ato_Hho	WP_018749474.1 / none
Ato_Hho	KAF1856049.1 / none
Ato_Hho	WP_116132733.1 / none
Ato_Hho	WP_165025579.1 / none
Ato_Hho	WP_165042181.1 / none
Gma_Hho	WP_074820114.1 / none
Gma_Hho	WP_175111133.1 / none
Gma_Hho	SOY53658.1 / none
Gma_Hho	WP_111069573.1 / none
Ato_Tco	EDY16336.1 / none
Ato_Tco	WP_142654131.1 / none
Ato_Tco	WP_039950617.1 / none
Ato_Tco	KAF0684383.1 / PAA62682.1
Ato_Tco	WP_169237471.1 / none
Ato_Tco	XP_004348714.1 / XP_011405266.1
Gma_Tco	WP_039950617.1 / XP_024879170.1
Ato_Gma	PAZ02311.1 / none
Ato_Gma	GBL27162.1 / none
Ato_Gma	WP_110409268.1 / none
Ato_Gma	WP_122276863.1 / none
Ato_Gma	WP_092436478.1 / none
Ato_Gma	WP_012573266.1 / none
Ato_Gma	TAF21816.1 / none
Ato_Gma	WP_169457200.1 / none
Ato_Gma	OJU55022.1 / none
Ato_Gma	GBL30018.1 / none
Ato_Gma	WP_110409268.1 / XP_024879170.1
Ato_Gma	WP_012415515.1 / none
Ato_Gma	GBL27213.1 / none
Ato_Gma	WP_073404124.1 / none
Ato_Gma	WP_142848676.1 / none
Ato_Gma	CCZ22268.1 / none
Ato_Gma	WP_110888723.1 / none
Ato_Gma	WP_109263442.1 / none
Ato_Gma	WP_189517345.1 / none
Ato_Gma	WP_068768423.1 / none
Ato_Gma	WP_185674255.1 / none
Ato_Gma	WP_012975103.1 / none
Ato_Gma	WP_163729528.1 / none
Ato_Gma	PAZ02122.1 / none
Ato_Gma	WP_143019675.1 / none
Ato_Gma	PAW83675.1 / none
Ato_Gma	WP_163628979.1 / none
Ato_Gma	PIR37566.1 / none
Ato_Gma	WP_134849017.1 / none
Ato_Gma	WP_185675778.1 / none
Ato_Gma	WP_185674028.1 / none
Ato_Gma	WP_081887847.1 / none
Ato_Gma	WP_084431854.1 / none
Ato_Gma	WP_013443579.1 / none
Ato_Gma	WP_163175042.1 / none
Ato_Gma	WP_110310474.1 / none
Ato_Gma	OHB64851.1 / none
Ato_Gma	WP_069960404.1 / none
Ato_Gma	PWM31170.1 / none
Ato_Gma	SBW06451.1 / none
Ato_Gma	WP_161554725.1 / none
Ato_Gma	PYV61869.1 / none
Ato_Gma	OGV73227.1 / none
Ato_Gma	TAF18153.1 / none
Ato_Gma	WP_035608790.1 / none
Ato_Gma	GAP71750.1 / none
Ato_Gma	WP_009512469.1 / none
Ato_Gma	WP_163176788.1 / none
Ato_Gma	YP_009609697.1 / none
